hitid	uid	pc
10	144	PartialChain(chain=[107, 438, 55, 161, 150, 283, 382, 400, 63, 318], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	148	PartialChain(chain=[151, 107, 22, 148, 55, 318, 216, 283, 405, 96, 438, 150, 420, 88, 192, 363, 400, 63, 382, 161], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	161	PartialChain(chain=[150, 96, 151, 283, 420, 148, 405, 22, 400, 216, 55, 438, 161, 63, 318, 107, 382], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	163	PartialChain(chain=[150, 216, 420, 318], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	165	PartialChain(chain=[107, 55, 318, 63, 405, 161, 216, 283, 22], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	168	PartialChain(chain=[438, 55, 283, 420, 318], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	176	PartialChain(chain=[283, 150, 55], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	178	PartialChain(chain=[161, 318, 63, 148, 438, 150, 283, 151, 400, 22, 420, 216], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	179	PartialChain(chain=[63, 420, 318, 161, 22, 438, 216], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	180	PartialChain(chain=[161, 438, 22, 107, 363, 148, 216, 382, 318], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	184	PartialChain(chain=[55, 161, 283, 22, 107, 63, 420, 318, 216, 400], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	185	PartialChain(chain=[55, 283, 161, 151, 63, 318, 438, 22], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	187	PartialChain(chain=[283, 107, 22, 63, 420], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	190	PartialChain(chain=[318, 438, 150, 192, 161, 22, 420, 63], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	195	PartialChain(chain=[63, 216, 161, 283, 420, 318, 55, 107, 151, 148, 405, 22, 400, 150], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	196	PartialChain(chain=[88, 420, 161, 96, 382, 63, 363, 400, 192, 22, 318, 107, 55, 216, 405, 283], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	197	PartialChain(chain=[438, 382, 107, 192, 161, 283, 400, 55, 405, 22, 318, 216, 88, 63], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	200	PartialChain(chain=[148, 400, 420, 55, 283, 382, 107], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	201	PartialChain(chain=[283, 318, 420, 107, 438, 161], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	205	PartialChain(chain=[382, 161, 107, 438, 150, 405, 420, 318, 63, 400, 55], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	206	PartialChain(chain=[420, 283, 96, 161, 192, 63, 318, 438], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	212	PartialChain(chain=[420, 55, 22, 318, 192, 283, 161, 107, 63, 438, 148, 151, 88, 216], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	214	PartialChain(chain=[318, 420, 438, 22, 63], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	217	PartialChain(chain=[161, 150, 382, 438, 148, 420, 318, 400, 107], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	224	PartialChain(chain=[22, 438, 161, 150, 420, 318, 107], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	228	PartialChain(chain=[55, 150, 438, 107, 151, 420, 318, 161], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	229	PartialChain(chain=[283, 63, 88, 420, 22, 216], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	230	PartialChain(chain=[283, 216, 405, 161, 318, 55, 63, 363, 382, 148, 420, 192, 400, 107, 438, 150, 22], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	231	PartialChain(chain=[161, 400, 283, 63, 420, 55], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	232	PartialChain(chain=[63, 420, 400, 107, 216, 283, 438, 318], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	233	PartialChain(chain=[161, 438, 405, 55, 420, 107, 382, 150, 318], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	235	PartialChain(chain=[161, 283, 216, 148, 438, 55, 150, 96, 400, 151, 382, 363, 63, 88, 405, 107, 192, 22, 420, 318], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	240	PartialChain(chain=[363, 192, 22, 318, 420, 107, 161, 151, 283, 438], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	241	PartialChain(chain=[55, 150, 96, 438, 161, 216, 107, 405, 88, 22, 318, 420, 63], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	242	PartialChain(chain=[150, 363, 63, 318, 161, 420, 382, 216, 22, 400, 107, 148], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	243	PartialChain(chain=[283, 96, 63, 318, 420, 22, 107, 161], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	244	PartialChain(chain=[438, 420, 22, 318, 63, 150, 161], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	246	PartialChain(chain=[150, 438, 420, 318, 22, 161, 63, 55, 107, 216], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	250	PartialChain(chain=[283, 161, 107, 63, 318, 22, 420, 151, 438, 400, 216, 148], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	261	PartialChain(chain=[107, 405, 283, 63, 318, 148, 400, 382, 363, 192, 161, 420, 438, 88, 151, 150, 22, 216, 96, 55], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	263	PartialChain(chain=[420, 161, 55], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	266	PartialChain(chain=[420, 63, 148, 318, 55, 107], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	268	PartialChain(chain=[55, 161, 150, 88, 96, 107, 63, 405, 420, 438, 192, 216, 363, 283, 318, 22], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	279	PartialChain(chain=[382, 216, 363, 283, 192, 405, 63, 318, 107, 22, 438, 420], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	281	PartialChain(chain=[318, 151, 420, 22, 63, 283], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	285	PartialChain(chain=[216, 22, 420, 63], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	288	PartialChain(chain=[161, 151, 150, 107, 55, 63, 420, 22], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	290	PartialChain(chain=[107, 438, 420, 363, 161, 55, 382, 216, 318, 405, 22, 63, 148, 400, 150], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	292	PartialChain(chain=[283, 22, 420, 161, 318, 363, 216, 88], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	296	PartialChain(chain=[216, 438, 107, 63, 148, 22], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	297	PartialChain(chain=[55, 161, 283, 216, 400, 420, 405, 63], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	299	PartialChain(chain=[161, 96, 283, 55, 318, 420, 63, 400], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	300	PartialChain(chain=[318, 420, 148, 438, 22, 161, 107, 400], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	308	PartialChain(chain=[107, 151, 55, 150, 405, 63, 283, 161], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	311	PartialChain(chain=[161, 400, 318, 283, 96], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	317	PartialChain(chain=[400, 161, 420, 318, 438, 148, 107], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	327	PartialChain(chain=[318, 438, 22, 55, 107, 161, 363, 192, 420, 216, 148, 382, 150], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	329	PartialChain(chain=[216, 150, 405], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	330	PartialChain(chain=[150, 438, 283, 63], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	332	PartialChain(chain=[283, 438, 161, 55, 150], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	338	PartialChain(chain=[151, 283, 55, 63, 161, 107, 150, 22, 420, 438, 216, 405, 400, 318, 88, 148], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
10	348	PartialChain(chain=[63, 161, 420, 107, 22, 148, 55, 283, 216, 400, 318, 438], item_set={192, 382, 400, 148, 405, 22, 150, 151, 216, 88, 283, 96, 161, 420, 107, 363, 438, 55, 318, 63})
11	1	PartialChain(chain=[279, 163, 162, 456, 217, 397, 283, 103, 25, 457, 320, 71, 13, 147, 342], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	13	PartialChain(chain=[182, 13, 217, 163, 71, 29, 419, 397, 279, 147], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	15	PartialChain(chain=[283, 220, 279, 103, 342, 198, 456, 29, 419, 457, 217, 71, 182, 162, 397, 320, 163, 13, 147, 25], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	21	PartialChain(chain=[163, 198, 147, 419, 71, 342, 217, 13, 457, 182, 279, 397, 103], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	23	PartialChain(chain=[71, 279, 342, 457, 397, 283, 163, 147], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	31	PartialChain(chain=[279, 182, 457, 283, 71, 419, 198, 220, 162, 456, 320, 217, 13, 163, 397], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	34	PartialChain(chain=[71, 279, 419, 147, 217, 283, 182, 397, 162, 342, 457, 163], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	37	PartialChain(chain=[163, 283, 320], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	60	PartialChain(chain=[182, 147, 162, 13, 163, 397], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	65	PartialChain(chain=[279, 220, 456, 283, 71, 162, 163, 198, 320, 419, 217, 29, 103, 397, 182, 457, 13, 147, 25, 342], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	66	PartialChain(chain=[163, 217, 279, 71, 419, 457, 147, 397, 162], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	75	PartialChain(chain=[182, 457, 397, 71, 147, 279], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	76	PartialChain(chain=[163, 279, 13, 342, 182, 162, 217, 147, 397], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	77	PartialChain(chain=[29, 419, 342], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	83	PartialChain(chain=[198, 71, 419, 456, 163, 283, 220, 217, 457, 279, 13, 147, 182, 320], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	85	PartialChain(chain=[103, 342, 71, 419, 162, 163, 13, 279, 25, 182, 397, 283, 147, 457], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	86	PartialChain(chain=[279, 283, 71, 419, 217, 456, 182, 397, 13, 162, 163], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	87	PartialChain(chain=[283, 71, 163, 182, 162, 279, 419, 320, 147, 457, 198], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	89	PartialChain(chain=[320, 279, 182], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	96	PartialChain(chain=[283, 182, 397, 162, 457], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	99	PartialChain(chain=[279, 283, 103, 147, 163, 182, 29, 220, 198, 71, 217, 13, 457, 397, 419, 162], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	101	PartialChain(chain=[217, 182, 279, 457, 163, 162, 13, 397, 147, 103, 71], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	105	PartialChain(chain=[163, 456, 220, 25, 103, 342, 29, 182, 198, 13, 283, 147, 397, 217, 419, 457, 279, 71], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	109	PartialChain(chain=[419, 71, 342, 283, 198, 163, 320, 13, 217, 220, 162, 147, 397, 182, 103, 279, 29], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	110	PartialChain(chain=[198, 342, 25, 71, 13, 147, 163, 162, 182, 397], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	112	PartialChain(chain=[419, 279, 320, 163, 162, 397, 457, 342, 283, 147], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	114	PartialChain(chain=[198, 71, 283, 13, 457, 217, 162, 397, 182, 163, 103, 342], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	120	PartialChain(chain=[182, 163, 162, 397, 320, 419, 283, 456, 457, 220, 198, 71, 342, 25, 13, 279, 29, 217, 147, 103], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	121	PartialChain(chain=[147, 198, 13, 419, 217, 279], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	127	PartialChain(chain=[71, 279, 198, 162, 163, 397, 342, 283, 29, 217, 419, 182, 13, 147, 320], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	128	PartialChain(chain=[13, 217, 283, 29, 147, 71, 279, 182, 397], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	129	PartialChain(chain=[198, 419, 279, 457, 163, 147, 456, 162, 25, 103], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	133	PartialChain(chain=[283, 342, 419, 71, 13, 217, 279, 182, 397, 25, 103, 147, 162, 163], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	136	PartialChain(chain=[103, 342, 283, 163, 217, 279, 220, 71, 198, 29, 182, 419, 13, 147, 25, 457, 397, 162], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	137	PartialChain(chain=[198, 283, 182, 419, 147], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	141	PartialChain(chain=[217, 457, 283, 13, 198, 279, 342, 71, 397, 25], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	143	PartialChain(chain=[279, 342, 283, 198, 456, 29, 71, 217, 397, 182, 162, 163, 25, 103, 13, 457, 419, 147], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	150	PartialChain(chain=[182, 71, 279, 163, 198, 320, 397, 147, 220, 162, 457], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	151	PartialChain(chain=[283, 182, 103, 71, 279, 163, 217, 147, 397], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	152	PartialChain(chain=[162, 198, 419, 320, 457, 71, 163, 397, 217, 13, 147, 182, 279, 283, 342], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	153	PartialChain(chain=[71, 182, 283, 163, 13, 198, 457], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	156	PartialChain(chain=[283, 198, 13, 220, 279, 456, 182, 103, 342, 71, 419, 217, 457, 397, 29, 163, 162], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	158	PartialChain(chain=[279, 163, 220, 29, 283, 71, 198, 217, 147, 457, 25, 342, 320, 419, 162, 13, 397], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	159	PartialChain(chain=[71, 182, 198, 279, 220, 397], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	168	PartialChain(chain=[147, 283, 279, 182, 397, 71], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	169	PartialChain(chain=[283, 71, 456, 342, 163, 457, 279, 397, 419, 13, 217, 162, 147], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	172	PartialChain(chain=[103, 283, 279, 198, 456, 163, 162, 71, 182, 397], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	182	PartialChain(chain=[279, 163, 147, 162, 397, 29, 103, 13, 419, 342], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	183	PartialChain(chain=[283, 279, 103, 198, 163, 182, 220, 397, 147, 320, 217, 456, 71, 419, 13, 162, 457], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	186	PartialChain(chain=[103, 182, 283, 198, 456, 220, 217, 320, 29, 71, 279, 163, 397, 457, 419, 13, 147, 162], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	196	PartialChain(chain=[220, 13, 103, 71, 217, 279, 163, 419, 283, 397, 162, 25, 342], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	198	PartialChain(chain=[71, 163, 182, 397, 419, 162, 279, 320, 147, 198, 217, 457, 13], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	203	PartialChain(chain=[182, 397, 147, 419, 71, 217, 457, 342], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	204	PartialChain(chain=[198, 71, 182, 283, 217, 220, 279, 397, 163, 162, 320, 419, 457, 147], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	206	PartialChain(chain=[182, 283, 320, 198, 397, 457, 162, 163, 220], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	212	PartialChain(chain=[71, 182, 279, 283, 163, 198, 320, 217, 13, 147, 457, 397, 162], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	214	PartialChain(chain=[147, 457, 182, 279, 163, 397], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	215	PartialChain(chain=[342, 25, 13, 198, 456, 457, 71, 182, 397, 279, 163, 162, 419, 147, 283, 217], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	216	PartialChain(chain=[71, 279, 419, 217, 456, 182, 162, 457], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	221	PartialChain(chain=[279, 283, 163, 162, 147, 397], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	226	PartialChain(chain=[279, 456, 342, 162, 397, 182, 283, 198, 71], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	234	PartialChain(chain=[217, 71, 279, 13], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	236	PartialChain(chain=[283, 279, 342, 147, 457], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	237	PartialChain(chain=[71, 182, 217, 283, 163, 397, 279, 220, 457, 456, 419, 147], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	239	PartialChain(chain=[342, 198, 279, 456, 182, 217, 220, 283, 163, 162, 397, 147, 457, 71, 103, 13, 419], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	247	PartialChain(chain=[182, 397, 342, 163, 283, 279, 457, 29, 13, 217, 162], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
11	248	PartialChain(chain=[198, 283, 279, 217, 342, 457, 71, 220, 419, 103, 25], item_set={320, 198, 71, 456, 457, 397, 13, 147, 342, 279, 25, 217, 283, 220, 29, 162, 163, 419, 103, 182})
