m	n	chain_size	batch	rule	threads	grouping	winners	score_upper	score_lower	num_pruned_voters	t_quick_bounds_sec	t_pruning_sec	t_solver_sec	t_total_sec
80	1000	5	1	Plurality	1	True	(41,)	12.962500000016124	12.962499999999821	0	0.02989053726196289	0.012687206268310547	0.3152885437011719	0.4582250118255615
80	1000	5	1	2-approval	1	True	(41,)	25.880696202516617	25.880696202531286	0	0.030149221420288086	0.012740135192871094	0.3407430648803711	0.4899275302886963
80	1000	5	1	Borda	1	True	(51, 75)	39824.0	39824.0	0	0.030551910400390625	0.012957572937011719	0.4056415557861328	0.9404733180999756
10	1000	5	7	Plurality	1	True	(9,)	109.70000000000728	106.6999999999992	3	0.004281282424926758	0.002425670623779297	0.009125232696533203	0.026314735412597656
10	1000	5	7	2-approval	1	True	(2,)	210.31111111111656	210.3111111111098	0	0.004300594329833984	0.0024433135986328125	0.012135028839111328	0.030501842498779297
10	1000	5	7	Borda	1	True	(9,)	4604.500000000002	4604.499999999998	0	0.004293203353881836	0.0025129318237304688	0.021889448165893555	0.048207759857177734
80	1000	10	0	Plurality	1	True	(36,)	13.512500000014047	13.512499999999807	0	0.03055739402770996	0.012596845626831055	0.2956538200378418	0.4377875328063965
80	1000	10	0	2-approval	1	True	(36,)	26.896835443024152	26.8968354430376	0	0.030684709548950195	0.012731790542602539	0.3162961006164551	0.4592320919036865
80	1000	10	0	Borda	1	True	(77,)	40143.31818181814	40064.31818181818	1	0.030582904815673828	0.01302027702331543	0.49254417419433594	1.0208566188812256
80	1000	10	9	Plurality	1	True	(76,)	13.625000000012935	13.624999999999815	0	0.030791759490966797	0.012714147567749023	0.296372652053833	0.4392275810241699
80	1000	10	9	2-approval	1	True	(76,)	27.050632911379004	27.05063291139205	0	0.03105926513671875	0.012690067291259766	0.3171553611755371	0.46221327781677246
80	1000	10	9	Borda	1	True	(14,)	40376.954545454464	40148.954545454544	3	0.03096461296081543	0.012918710708618164	0.4952051639556885	1.0236737728118896
40	1000	5	3	Plurality	1	True	(34,)	26.54999999998642	26.549999999999667	0	0.015478372573852539	0.006881237030029297	0.09112381935119629	0.1613609790802002
40	1000	5	3	2-approval	1	True	(34,)	52.88205128203617	52.88205128205063	0	0.015355348587036133	0.0069959163665771484	0.10319948196411133	0.1769695281982422
40	1000	5	3	Borda	1	True	(23,)	19732.33333333331	19732.333333333332	0	0.015478849411010742	0.007011890411376953	0.13532185554504395	0.30009913444519043
20	1000	5	3	Plurality	1	True	(17,)	53.39999999999017	53.39999999999931	0	0.007975101470947266	0.00391840934753418	0.028908729553222656	0.06394577026367188
20	1000	5	3	2-approval	1	True	(17,)	107.86315789474946	105.8631578947355	2	0.007965087890625	0.003998756408691406	0.03415250778198242	0.07047772407531738
20	1000	5	3	Borda	1	True	(7,)	9712.5	9693.5	1	0.00803685188293457	0.004075050354003906	0.05253171920776367	0.11312675476074219
80	1000	20	4	Plurality	1	True	(52,)	14.725000000008077	14.72499999999984	0	0.031888484954833984	0.012642145156860352	0.2557969093322754	0.3891713619232178
80	1000	20	4	2-approval	1	True	(52,)	29.2696202531533	29.26962025316423	0	0.03143763542175293	0.012657403945922852	0.2751479148864746	0.40974950790405273
80	1000	20	4	Borda	1	True	(52,)	40842.57142857142	40564.57142857141	4	0.03198075294494629	0.012973546981811523	0.6606431007385254	1.1947729587554932
10	1000	5	0	Plurality	1	True	(5,)	110.50000000000709	108.49999999999929	8	0.004404306411743164	0.002450227737426758	0.008999109268188477	0.026217222213745117
10	1000	5	0	2-approval	1	True	(5,)	216.33333333333914	212.33333333333192	8	0.004366874694824219	0.0024385452270507812	0.012154102325439453	0.03068065643310547
10	1000	5	0	Borda	1	True	(5,)	4634.166666666677	4604.166666666665	6	0.004427671432495117	0.002517223358154297	0.021358489990234375	0.04775071144104004
80	1000	5	3	Plurality	1	True	(24,)	13.025000000016277	13.024999999999821	0	0.03036952018737793	0.012615680694580078	0.3161051273345947	0.4596571922302246
80	1000	5	3	2-approval	1	True	(24,)	26.018354430364646	26.01835443037939	0	0.030284881591796875	0.012686491012573242	0.33718061447143555	0.48595261573791504
80	1000	5	3	Borda	1	True	(0, 24)	39837.5	39837.5	0	0.030139923095703125	0.012860298156738281	0.4058225154876709	0.9337844848632812
10	1000	5	9	Plurality	1	True	(7,)	113.40000000000782	109.39999999999922	4	0.004364967346191406	0.002378225326538086	0.00895833969116211	0.02591681480407715
10	1000	5	9	2-approval	1	True	(8,)	213.24444444445086	213.24444444444276	0	0.004292726516723633	0.0023522377014160156	0.01202845573425293	0.030097007751464844
10	1000	5	9	Borda	1	True	(8,)	4600.666666666669	4582.666666666667	2	0.004294395446777344	0.0025429725646972656	0.02161264419555664	0.04830455780029297
10	10000	5	3	Plurality	1	True	(2,)	1024.9000000005155	1016.9000000000698	8	0.03835463523864746	0.020366191864013672	0.07744240760803223	0.23032355308532715
10	10000	5	3	2-approval	1	True	(2,)	2034.0222222216066	2026.022222222361	8	0.03814339637756348	0.020932912826538086	0.10505962371826172	0.2702634334564209
10	10000	5	3	Borda	1	True	(8,)	45234.66666666697	45234.66666666659	0	0.03823208808898926	0.020564556121826172	0.18636560440063477	0.4147801399230957
10	10000	5	5	Plurality	1	True	(8,)	1035.700000000574	1022.7000000000692	17	0.0390009880065918	0.02053976058959961	0.07806134223937988	0.23211097717285156
10	10000	5	5	2-approval	1	True	(8,)	2070.4444444438554	2037.4444444445885	37	0.03913688659667969	0.02070903778076172	0.10459613800048828	0.271026611328125
10	10000	5	5	Borda	1	True	(8,)	45444.83333333343	45307.8333333335	21	0.037900447845458984	0.021409988403320312	0.1851649284362793	0.41391539573669434
10	10000	5	7	Plurality	1	True	(5,)	1032.7000000005273	1020.7000000000705	12	0.03849983215332031	0.020679235458374023	0.07740616798400879	0.23063898086547852
10	10000	5	7	2-approval	1	True	(5,)	2043.622222221609	2027.622222222369	24	0.03834962844848633	0.02049851417541504	0.10526418685913086	0.27095818519592285
10	10000	5	7	Borda	1	True	(5,)	45425.00000000012	45277.000000000095	20	0.03857922554016113	0.02126336097717285	0.1866438388824463	0.4181180000305176
10	10000	5	0	Plurality	1	True	(2,)	1022.2000000005564	1022.2000000000712	0	0.03832674026489258	0.02107858657836914	0.07720708847045898	0.22983312606811523
10	10000	5	0	2-approval	1	True	(2,)	2040.399999999388	2035.4000000001458	5	0.038677215576171875	0.02125692367553711	0.1061561107635498	0.27167510986328125
10	10000	5	0	Borda	1	True	(2,)	45346.9999999998	45302.000000000044	5	0.038999080657958984	0.02128148078918457	0.18599319458007812	0.4165940284729004
10	10000	5	9	Plurality	1	True	(8,)	1031.7000000005353	1026.7000000000712	5	0.03899049758911133	0.020287036895751953	0.07670450210571289	0.2319164276123047
10	10000	5	9	2-approval	1	True	(8,)	2072.9333333327486	2039.933333333479	33	0.03838849067687988	0.021541357040405273	0.10538148880004883	0.2723233699798584
10	10000	5	9	Borda	1	True	(8,)	45709.50000000004	45297.50000000027	52	0.038127899169921875	0.020734310150146484	0.18641448020935059	0.4168250560760498
10	10000	5	2	Plurality	1	True	(9,)	1036.3000000005452	1028.3000000000725	8	0.03891944885253906	0.02092909812927246	0.07725119590759277	0.23261618614196777
10	10000	5	2	2-approval	1	True	(9,)	2040.0666666660536	2040.0666666668126	0	0.03834724426269531	0.02043461799621582	0.10442662239074707	0.26975154876708984
10	10000	5	2	Borda	1	True	(7,)	45356.83333333333	45284.83333333333	8	0.03803563117980957	0.02071857452392578	0.18743681907653809	0.4179089069366455
10	10000	5	4	Plurality	1	True	(5,)	1021.1000000005114	1021.1000000000704	0	0.03906750679016113	0.020528554916381836	0.07873153686523438	0.23511409759521484
10	10000	5	4	2-approval	1	True	(5,)	2031.7555555549532	2031.7555555557026	0	0.039588212966918945	0.021144866943359375	0.10429143905639648	0.27121758460998535
10	10000	5	4	Borda	1	True	(5,)	45289.500000000284	45259.50000000011	6	0.03933286666870117	0.021288156509399414	0.18945717811584473	0.4245736598968506
10	10000	5	6	Plurality	1	True	(5,)	1026.5000000005384	1022.5000000000731	4	0.03841733932495117	0.020270586013793945	0.0764765739440918	0.22842860221862793
10	10000	5	6	2-approval	1	True	(5,)	2037.7555555549354	2029.755555555703	12	0.038463592529296875	0.02084064483642578	0.10384535789489746	0.2677631378173828
10	10000	5	6	Borda	1	True	(3,)	45203.000000000226	45163.00000000003	8	0.03784608840942383	0.02078843116760254	0.18608880043029785	0.4154534339904785
10	10000	5	8	Plurality	1	True	(0,)	1015.7000000005331	1011.700000000071	4	0.039473533630371094	0.020688772201538086	0.07878565788269043	0.23404455184936523
10	10000	5	8	2-approval	1	True	(0,)	2018.8666666660395	2018.866666666811	0	0.038512229919433594	0.020986318588256836	0.10495853424072266	0.2718222141265869
10	10000	5	8	Borda	1	True	(3,)	45254.66666666663	45162.66666666663	12	0.03915858268737793	0.021108150482177734	0.18828225135803223	0.42308473587036133
10	10000	5	1	Plurality	1	True	(4,)	1034.600000000558	1029.6000000000722	5	0.039153099060058594	0.020613431930541992	0.0782778263092041	0.23335742950439453
10	10000	5	1	2-approval	1	True	(4,)	2050.6444444438366	2041.6444444445908	9	0.03842329978942871	0.02062821388244629	0.1047816276550293	0.26891446113586426
10	10000	5	1	Borda	1	True	(6,)	45374.33333333353	45273.33333333339	13	0.03858184814453125	0.022075653076171875	0.1888139247894287	0.4229452610015869
10	100000	5	7	Plurality	1	True	(1,)	10057.0000000011	10057.000000000426	13	0.15757966041564941	0.06992149353027344	0.2673652172088623	0.9873261451721191
10	100000	5	7	2-approval	1	True	(1,)	20116.62222221529	20081.622222223097	72	0.15772747993469238	0.07159948348999023	0.3650946617126465	1.130573034286499
10	100000	5	7	Borda	1	True	(7,)	450744.1666666686	450627.1666666662	13	0.1580030918121338	0.07179021835327148	0.6320374011993408	1.6028046607971191
10	100000	5	0	Plurality	1	True	(2,)	10066.200000000681	10066.200000000385	27	0.15710997581481934	0.06931161880493164	0.26340603828430176	0.9792430400848389
10	100000	5	0	2-approval	1	True	(2,)	20189.533333326213	20126.533333334064	75	0.15494394302368164	0.07156729698181152	0.36010146141052246	1.1023316383361816
10	100000	5	0	Borda	1	True	(2,)	452210.50000000355	451130.4999999968	152	0.154313325881958	0.07195019721984863	0.6413207054138184	1.6089658737182617
10	100000	5	9	Plurality	1	True	(8,)	10058.300000001134	10058.300000000401	0	0.15346217155456543	0.06847786903381348	0.2665259838104248	0.9665894508361816
10	100000	5	9	2-approval	1	True	(8,)	20091.08888888218	20079.088888889695	54	0.1544477939605713	0.07060694694519043	0.36223316192626953	1.1026179790496826
10	100000	5	9	Borda	1	True	(8,)	450805.16666666436	450720.16666666477	17	0.15430355072021484	0.07277655601501465	0.6445186138153076	1.6276452541351318
10	100000	5	2	Plurality	1	True	(8,)	10061.200000001001	10061.20000000044	0	0.1539764404296875	0.06983304023742676	0.2717902660369873	0.9787592887878418
10	100000	5	2	2-approval	1	True	(5,)	20094.02222221526	20094.02222222298	0	0.15410661697387695	0.06978106498718262	0.35683679580688477	1.0897750854492188
10	100000	5	2	Borda	1	True	(8,)	450738.8333333318	450738.8333333336	0	0.15301799774169922	0.07343077659606934	0.6314163208007812	1.6012749671936035
10	100000	5	4	Plurality	1	True	(0,)	10102.400000000809	10076.400000000409	50	0.1542196273803711	0.07026004791259766	0.2697620391845703	0.9757051467895508
10	100000	5	4	2-approval	1	True	(0,)	20143.68888888202	20117.68888888972	38	0.15650010108947754	0.07170724868774414	0.36063241958618164	1.1049046516418457
10	100000	5	4	Borda	1	True	(9,)	451289.83333333815	450891.8333333324	50	0.15443778038024902	0.07061195373535156	0.6388027667999268	1.6027939319610596
10	100000	5	6	Plurality	1	True	(4,)	10062.000000001415	10062.000000000364	0	0.15479087829589844	0.07066941261291504	0.26511716842651367	0.9670829772949219
10	100000	5	6	2-approval	1	True	(4,)	20132.266666659925	20094.266666667445	63	0.1548480987548828	0.07158851623535156	0.36141443252563477	1.112342119216919
10	100000	5	6	Borda	1	True	(9,)	451236.8333333397	450873.8333333328	63	0.1528763771057129	0.07259750366210938	0.6303505897521973	1.5954875946044922
10	100000	5	8	Plurality	1	True	(1,)	10060.10000000121	10048.100000000364	12	0.15445160865783691	0.06888365745544434	0.26445579528808594	0.9656553268432617
10	100000	5	8	2-approval	1	True	(4,)	20073.333333326376	20073.33333333409	0	0.15729618072509766	0.07047009468078613	0.3557422161102295	1.1110682487487793
10	100000	5	8	Borda	1	True	(4,)	450699.33333333075	450591.3333333348	12	0.1584455966949463	0.07083392143249512	0.6314914226531982	1.6049408912658691
10	100000	5	1	Plurality	1	True	(0,)	10083.400000001366	10071.400000000373	48	0.15882539749145508	0.06954383850097656	0.266193151473999	0.9881086349487305
10	100000	5	1	2-approval	1	True	(0,)	20121.02222221545	20097.022222222982	59	0.15883660316467285	0.07001948356628418	0.3607368469238281	1.1188383102416992
10	100000	5	1	Borda	1	True	(5,)	450911.00000000314	450850.99999999924	12	0.1542675495147705	0.07211780548095703	0.6365871429443359	1.611515760421753
10	100000	5	3	Plurality	1	True	(8,)	10103.200000000608	10089.200000000377	14	0.1580824851989746	0.06894111633300781	0.2649717330932617	0.9713819026947021
10	100000	5	3	2-approval	1	True	(6,)	20124.288888881158	20124.288888889558	14	0.1548137664794922	0.07172060012817383	0.3573603630065918	1.1020874977111816
10	100000	5	3	Borda	1	True	(9,)	450935.6666666696	450809.66666666575	14	0.15593528747558594	0.0720674991607666	0.636223554611206	1.5998902320861816
10	100000	5	5	Plurality	1	True	(2,)	10052.60000000094	10052.600000000339	24	0.15447783470153809	0.06908559799194336	0.26181459426879883	0.9621005058288574
10	100000	5	5	2-approval	1	True	(2,)	20088.799999993993	20064.80000000071	48	0.15342378616333008	0.07149338722229004	0.35803723335266113	1.1026759147644043
10	100000	5	5	Borda	1	True	(1,)	450792.833333339	450684.8333333326	12	0.15538692474365234	0.07201671600341797	0.6337857246398926	1.6026084423065186
10	1000000	5	1	Plurality	1	True	(1,)	100393.09999999491	100226.09999999881	224	0.16896390914916992	0.07182526588439941	0.2724921703338623	3.003779649734497
10	1000000	5	1	2-approval	1	True	(1,)	200629.08888886563	200295.0888888867	334	0.1658473014831543	0.07276415824890137	0.3700981140136719	3.0591206550598145
10	1000000	5	1	Borda	1	True	(1,)	4506777.833333352	4503243.833333327	442	0.16599726676940918	0.0778200626373291	0.6722791194915771	3.7261080741882324
10	1000000	5	3	Plurality	1	True	(2,)	100251.99999999517	100189.99999999958	62	0.17600631713867188	0.07290410995483398	0.2746145725250244	2.9639217853546143
10	1000000	5	3	2-approval	1	True	(2,)	200247.28888885624	200247.28888888843	0	0.16676926612854004	0.0757451057434082	0.3757162094116211	3.15281343460083
10	1000000	5	3	Borda	1	True	(3,)	4502280.666666626	4502280.666666671	0	0.1637721061706543	0.07419919967651367	0.663966178894043	3.5810422897338867
10	1000000	5	5	Plurality	1	True	(1,)	100175.89999999273	100175.89999999866	0	0.16491079330444336	0.07260847091674805	0.2765688896179199	3.0034685134887695
10	1000000	5	5	2-approval	1	True	(4,)	200242.66666663485	200242.66666666477	60	0.16874456405639648	0.07341623306274414	0.3714163303375244	3.0826213359832764
10	1000000	5	5	Borda	1	True	(4,)	4505221.3333333405	4502075.3333333125	402	0.18306851387023926	0.07577872276306152	0.668097734451294	3.65478515625
10	1000000	5	7	Plurality	1	True	(1,)	100332.39999999279	100219.3999999986	283	0.16783809661865234	0.07418966293334961	0.27303385734558105	2.999258041381836
10	1000000	5	7	2-approval	1	True	(1,)	200254.77777775054	200197.77777777525	116	0.16608786582946777	0.07333564758300781	0.3722991943359375	3.118788242340088
10	1000000	5	7	Borda	1	True	(6,)	4501210.000000021	4501209.99999999	0	0.16738176345825195	0.07473444938659668	0.6685819625854492	3.6445412635803223
10	1000000	5	0	Plurality	1	True	(1,)	100231.69999998726	100231.69999999908	58	0.16440320014953613	0.07238268852233887	0.27406787872314453	2.982107639312744
10	1000000	5	0	2-approval	1	True	(1,)	200322.5111110785	200264.51111111097	58	0.16373085975646973	0.07247209548950195	0.3694329261779785	3.037663221359253
10	1000000	5	0	Borda	1	True	(5,)	4501525.3333333265	4501525.33333334	0	0.16349196434020996	0.07686114311218262	0.6578357219696045	3.6955883502960205
10	1000000	5	9	Plurality	1	True	(0,)	100218.49999998465	100218.49999999964	0	0.1683659553527832	0.07173919677734375	0.27625179290771484	2.9438023567199707
10	1000000	5	9	2-approval	1	True	(0,)	200376.44444441475	200317.44444444383	59	0.16501975059509277	0.07517647743225098	0.3791666030883789	3.1769120693206787
10	1000000	5	9	Borda	1	True	(0,)	4502275.166666645	4502275.166666662	0	0.16346240043640137	0.07431387901306152	0.660341739654541	3.610166311264038
10	1000000	5	2	Plurality	1	True	(7,)	100199.49999999738	100199.49999999943	0	0.16397976875305176	0.07213544845581055	0.2752103805541992	2.9790287017822266
10	1000000	5	2	2-approval	1	True	(7,)	200440.02222219555	200324.0222222211	116	0.16867399215698242	0.07419538497924805	0.3734443187713623	3.093690872192383
10	1000000	5	2	Borda	1	True	(1,)	4503171.33333334	4502640.333333336	59	0.1629011631011963	0.07515549659729004	0.6615710258483887	3.674882411956787
10	1000000	5	4	Plurality	1	True	(6,)	100238.19999998396	100179.19999999992	59	0.16806507110595703	0.07270383834838867	0.27407336235046387	2.9518489837646484
10	1000000	5	4	2-approval	1	True	(6,)	200188.19999997632	200188.19999999928	0	0.1648399829864502	0.07452726364135742	0.3724684715270996	3.188363552093506
10	1000000	5	4	Borda	1	True	(5,)	4501501.5	4501501.499999997	0	0.16702747344970703	0.0743551254272461	0.6608560085296631	3.609644651412964
10	1000000	5	6	Plurality	1	True	(5,)	100222.39999999765	100222.39999999912	57	0.1649489402770996	0.07200789451599121	0.2748582363128662	2.9426066875457764
10	1000000	5	6	2-approval	1	True	(5,)	200416.1333333056	200360.13333333118	227	0.16807246208190918	0.07303953170776367	0.37227582931518555	3.106285333633423
10	1000000	5	6	Borda	1	True	(5,)	4503271.000000014	4502700.999999993	114	0.16449666023254395	0.07422566413879395	0.6901869773864746	3.6602208614349365
10	1000000	5	8	Plurality	1	True	(2,)	100430.29999998752	100255.29999999948	175	0.16479897499084473	0.07306718826293945	0.2739689350128174	2.9582934379577637
10	1000000	5	8	2-approval	1	True	(2,)	200640.71111108683	200354.71111111037	286	0.16578245162963867	0.07526540756225586	0.37450504302978516	3.2033536434173584
10	1000000	5	8	Borda	1	True	(2,)	4503000.83333336	4502705.833333339	59	0.16390180587768555	0.07669496536254883	0.6552379131317139	3.603226900100708
80	100	5	0	Plurality	1	True	(29,)	1.4750000000001602	1.4749999999999976	0	0.0030357837677001953	0.0013768672943115234	0.03153252601623535	0.046308040618896484
80	100	5	0	2-approval	1	True	(29,)	2.93417721519	2.9341772151898686	0	0.0029916763305664062	0.0013506412506103516	0.03393101692199707	0.0490872859954834
80	100	5	0	Borda	1	True	(60,)	4085.0	4085.0	0	0.00299072265625	0.0013654232025146484	0.04074907302856445	0.0940403938293457
80	100	5	3	Plurality	1	True	(35, 37)	1.4125000000001637	1.4125000000001637	0	0.003001689910888672	0.0013506412506103516	0.03132939338684082	0.046720027923583984
80	100	5	3	2-approval	1	True	(35,)	2.815506329114057	2.815506329113919	0	0.0030007362365722656	0.001344919204711914	0.033536672592163086	0.04881620407104492
80	100	5	3	Borda	1	True	(49,)	4058.0	4058.0	0	0.0029981136322021484	0.0013613700866699219	0.03973197937011719	0.09318828582763672
80	100	5	6	Plurality	1	True	(54,)	1.4375000000001659	1.4374999999999976	0	0.003042936325073242	0.0013341903686523438	0.03142690658569336	0.04634690284729004
80	100	5	6	2-approval	1	True	(54,)	2.862341772152038	2.862341772151894	0	0.0029897689819335938	0.0013551712036132812	0.03370976448059082	0.04903149604797363
80	100	5	6	Borda	1	True	(20, 54, 71)	4044.5	4044.5	0	0.002997159957885742	0.0013630390167236328	0.04012942314147949	0.09338545799255371
80	100	5	9	Plurality	1	True	(64,)	1.4375000000001694	1.4374999999999973	0	0.0029938220977783203	0.0013325214385986328	0.03154778480529785	0.04614615440368652
80	100	5	9	2-approval	1	True	(64,)	2.862341772152038	2.8623417721518933	0	0.0029931068420410156	0.0013077259063720703	0.03375387191772461	0.04883241653442383
80	100	5	9	Borda	1	True	(20,)	4058.0	4058.0	0	0.002984285354614258	0.0013315677642822266	0.040267229080200195	0.09357166290283203
80	100	5	5	Plurality	1	True	(35,)	1.4500000000001545	1.4499999999999977	0	0.0030128955841064453	0.0013015270233154297	0.03151297569274902	0.04582047462463379
80	100	5	5	2-approval	1	True	(35,)	2.8841772151899887	2.884177215189869	0	0.0029888153076171875	0.0013098716735839844	0.033835411071777344	0.048783302307128906
80	100	5	5	Borda	1	True	(40, 49, 67)	4058.0	4058.0	0	0.003007173538208008	0.0013267993927001953	0.04042553901672363	0.09294009208679199
80	100	5	2	Plurality	1	True	(23,)	1.5250000000001618	1.5249999999999977	0	0.0029931068420410156	0.0013005733489990234	0.031624555587768555	0.04604911804199219
80	100	5	2	2-approval	1	True	(23,)	3.0310126582279753	3.0310126582278434	0	0.003007173538208008	0.0013239383697509766	0.03487801551818848	0.04992532730102539
80	100	5	2	Borda	1	True	(23,)	4098.5	4098.5	0	0.0030028820037841797	0.0013241767883300781	0.040157318115234375	0.0932626724243164
80	100	5	8	Plurality	1	True	(33,)	1.4375000000001694	1.4374999999999973	0	0.0029942989349365234	0.0013055801391601562	0.0318143367767334	0.04668378829956055
80	100	5	8	2-approval	1	True	(33,)	2.862341772152038	2.8623417721518933	0	0.0029990673065185547	0.0013108253479003906	0.03388166427612305	0.04918789863586426
80	100	5	8	Borda	1	True	(19, 33)	4058.0	4058.0	0	0.0030050277709960938	0.0013265609741210938	0.04002976417541504	0.09268331527709961
80	100	5	1	Plurality	1	True	(39,)	1.4125000000001602	1.4124999999999972	0	0.003005504608154297	0.0013010501861572266	0.0317530632019043	0.04629397392272949
80	100	5	1	2-approval	1	True	(39,)	2.8155063291140605	2.8155063291139184	0	0.0030133724212646484	0.001306295394897461	0.033481597900390625	0.048403263092041016
80	100	5	1	Borda	1	True	(32,)	4071.5	4071.5	0	0.003012418746948242	0.001316070556640625	0.03970742225646973	0.09276318550109863
80	100	5	7	Plurality	1	True	(32,)	1.450000000000158	1.4499999999999975	0	0.003026247024536133	0.0013175010681152344	0.031531333923339844	0.04629039764404297
80	100	5	7	2-approval	1	True	(32,)	2.8873417721520296	2.887341772151894	0	0.003012418746948242	0.0013227462768554688	0.0336298942565918	0.04874706268310547
80	100	5	7	Borda	1	True	(32,)	4071.5	4071.5	0	0.0030126571655273438	0.0013267993927001953	0.039783477783203125	0.09290909767150879
80	100	5	4	Plurality	1	True	(47,)	1.5250000000001644	1.5249999999999972	0	0.0030205249786376953	0.0013089179992675781	0.03141498565673828	0.04614758491516113
80	100	5	4	2-approval	1	True	(47,)	3.0310126582279824	3.0310126582278425	0	0.0030312538146972656	0.0013103485107421875	0.03343057632446289	0.04844236373901367
80	100	5	4	Borda	1	True	(10,)	4098.5	4098.5	0	0.0030317306518554688	0.0013248920440673828	0.0397343635559082	0.09366202354431152
80	10000	5	0	Plurality	1	True	(79,)	126.76249999993311	126.76250000001882	0	0.303311824798584	0.12541532516479492	3.1603145599365234	4.610581636428833
80	10000	5	0	2-approval	1	True	(79,)	253.41740506152743	253.41740506332889	0	0.3031129837036133	0.12691521644592285	3.4225962162017822	4.9399285316467285
80	10000	5	0	Borda	1	True	(79,)	396375.0	396217.0	2	0.30309343338012695	0.12854599952697754	4.0332558155059814	9.389328241348267
80	10000	5	6	Plurality	1	True	(46,)	126.2124999999098	126.21250000001861	0	0.30648088455200195	0.12685346603393555	3.1356594562530518	4.588189125061035
80	10000	5	6	2-approval	1	True	(46,)	252.3585443020463	252.35854430383478	0	0.3060319423675537	0.12805819511413574	3.342167854309082	4.859104633331299
80	10000	5	6	Borda	1	True	(7,)	396079.0	396000.0	1	0.30559420585632324	0.1317284107208252	4.050935745239258	9.518879175186157
80	10000	5	3	Plurality	1	True	(56,)	126.37499999991124	126.37500000001864	0	0.30425095558166504	0.1259455680847168	3.1659841537475586	4.627481698989868
80	10000	5	3	2-approval	1	True	(56,)	252.6234177197656	252.62341772155642	0	0.3067739009857178	0.12729930877685547	3.359886646270752	4.874203205108643
80	10000	5	3	Borda	1	True	(27,)	396171.5	396096.5	1	0.3033573627471924	0.13152575492858887	4.004043340682983	9.347665071487427
80	10000	5	9	Plurality	1	True	(60,)	126.22499999988744	126.22500000001871	0	0.30356740951538086	0.12530779838562012	3.126908302307129	4.579639673233032
80	10000	5	9	2-approval	1	True	(60,)	252.35189873244337	252.35189873421467	0	0.3028995990753174	0.12673687934875488	3.343947649002075	4.874440670013428
80	10000	5	9	Borda	1	True	(21,)	395945.0	395945.0	0	0.306398868560791	0.12890052795410156	4.021750450134277	9.388835668563843
80	10000	5	2	Plurality	1	True	(53,)	126.44999999991163	126.45000000001866	0	0.3014969825744629	0.1263744831085205	3.132406711578369	4.656920909881592
80	10000	5	2	2-approval	1	True	(53,)	252.82405063115777	252.82405063294877	0	0.3019416332244873	0.1294717788696289	3.3384361267089844	4.846252918243408
80	10000	5	2	Borda	1	True	(59,)	396026.0	396026.0	0	0.3021245002746582	0.12890315055847168	4.014470338821411	9.355836629867554
80	10000	5	5	Plurality	1	True	(66,)	126.4749999999107	126.47500000001885	0	0.30336976051330566	0.12514162063598633	3.1469526290893555	4.596184015274048
80	10000	5	5	2-approval	1	True	(66,)	252.8993670868548	252.89936708864528	0	0.3012733459472656	0.12630677223205566	3.3486275672912598	4.86672568321228
80	10000	5	5	Borda	1	True	(66,)	396386.5	396070.5	4	0.3008582592010498	0.12912940979003906	4.033806324005127	9.37256908416748
80	10000	5	8	Plurality	1	True	(16,)	126.57499999991066	126.5750000000188	0	0.301694393157959	0.12662768363952637	3.145289659500122	4.612893104553223
80	10000	5	8	2-approval	1	True	(16,)	253.08987341597035	253.08987341775915	0	0.3007478713989258	0.12938690185546875	3.352638006210327	4.8650596141815186
80	10000	5	8	Borda	1	True	(16,)	396549.5	396312.5	3	0.30133771896362305	0.12842297554016113	3.9987072944641113	9.334429264068604
80	10000	5	4	Plurality	1	True	(37,)	126.54999999989926	126.55000000001854	0	0.30329108238220215	0.12608933448791504	3.1435770988464355	4.612837791442871
80	10000	5	4	2-approval	1	True	(37,)	253.01772151724492	253.01772151902458	0	0.30046510696411133	0.12619352340698242	3.3516623973846436	4.8522539138793945
80	10000	5	4	Borda	1	True	(36,)	396107.0	396107.0	0	0.30147886276245117	0.13090038299560547	4.002418518066406	9.372819662094116
80	10000	5	1	Plurality	1	True	(2,)	126.59999999991842	126.60000000001882	0	0.30226802825927734	0.12569189071655273	3.1298770904541016	4.585520029067993
80	10000	5	1	2-approval	1	True	(2,)	253.07341771975723	253.07341772155675	0	0.29952311515808105	0.12584471702575684	3.3332748413085938	4.8585426807403564
80	10000	5	1	Borda	1	True	(23,)	396331.5	395936.5	5	0.3051462173461914	0.12796950340270996	4.124331712722778	9.478722333908081
80	10000	5	7	Plurality	1	True	(37,)	126.12499999988691	126.1250000000187	0	0.30269646644592285	0.12863683700561523	3.1312923431396484	4.5855913162231445
80	10000	5	7	2-approval	1	True	(37,)	252.1835443020542	252.18354430383494	0	0.3009331226348877	0.1265101432800293	3.3832833766937256	4.889505863189697
80	10000	5	7	Borda	1	True	(38,)	396093.5	396093.5	0	0.3015925884246826	0.12880158424377441	4.002277851104736	9.345274686813354
80	100000	5	5	Plurality	1	True	(52,)	1254.7249998357656	1254.7250000022143	0	3.0719637870788574	1.2552247047424316	31.875849723815918	47.0342755317688
80	100000	5	5	2-approval	1	True	(52,)	2511.0518986226953	2509.051898738606	2	3.0636110305786133	1.2884457111358643	33.818769216537476	50.23203444480896
