m	n	equiv_phi	batch	rule	winners	score_upper	score_lower	num_pruned_voters	t_quick_bounds_sec	t_pruning_sec	t_solver_sec	t_total_sec
10	1000	0.9	9	2-approval	(9,)	202.21702245094866	202.21702245095005	0	0.0032134056091308594	0.0031397342681884766	0.09900498390197754	0.12337064743041992
10	1000	0.9	9	Borda	(9,)	4521.500726745011	4521.500726745019	0	0.0032112598419189453	0.0034704208374023438	0.7934808731079102	0.8285791873931885
20	1000	0.5	8	Plurality	(4,)	59.30490046014566	58.304900460148154	1	0.006524562835693359	0.003891468048095703	0.03423476219177246	0.07337689399719238
20	1000	0.5	8	2-approval	(4,)	122.32829394538464	117.32829394538638	5	0.006428718566894531	0.004862308502197266	0.20285296440124512	0.2516028881072998
20	1000	0.5	8	Borda	(4,)	10006.246999493578	9854.246999493602	8	0.006377458572387695	0.005280971527099609	5.092607259750366	5.173737525939941
10	1000	0.5	5	Plurality	(6,)	115.01661779080501	111.01661779081134	4	0.0032196044921875	0.0024137496948242188	0.017084360122680664	0.03687644004821777
10	1000	0.5	5	2-approval	(6,)	217.53123941899378	215.531239418998	2	0.0032320022583007812	0.003173828125	0.09881162643432617	0.12311577796936035
10	1000	0.5	5	Borda	(6,)	4649.308714623536	4604.308714623539	5	0.003270387649536133	0.0034317970275878906	0.786095380783081	0.8209264278411865
10	100	0.5	8	Plurality	(7,)	12.441837732160263	12.441837732160305	0	0.0003352165222167969	0.00026869773864746094	0.0017342567443847656	0.003762960433959961
10	100	0.5	8	2-approval	(7,)	24.333765659881514	24.333765659881436	0	0.0003275871276855469	0.0003349781036376953	0.00962519645690918	0.012026786804199219
10	100	0.5	8	Borda	(7,)	495.7937613285705	495.79376132857067	0	0.0003323554992675781	0.0003590583801269531	0.07536482810974121	0.07872176170349121
80	1000	0.5	2	Plurality	(32,)	16.427591244137957	16.42759124413884	0	0.025089740753173828	0.013051271438598633	0.13571500778198242	0.3321990966796875
80	1000	0.5	2	2-approval	(32,)	33.27882665881815	32.27882665881798	1	0.025055646896362305	0.01383662223815918	0.865929126739502	1.100682020187378
80	1000	0.5	2	Borda	(41,)	41366.619308935886	41287.61930893584	1	0.025090456008911133	0.019831418991088867	278.2239592075348	278.9763243198395
10	1000	0.1	0	Plurality	(5,)	106.2961304218299	106.29613042183023	0	0.003227710723876953	0.0025463104248046875	0.017516374588012695	0.03756546974182129
10	1000	0.1	0	2-approval	(0,)	215.06240438990193	210.06240438990193	5	0.0032575130462646484	0.003178834915161133	0.0980679988861084	0.12269091606140137
10	1000	0.1	0	Borda	(4,)	4653.216284208089	4599.216284208089	6	0.003210306167602539	0.003407716751098633	0.7804524898529053	0.8147804737091064
10	1000	0.9	2	Plurality	(6,)	102.5282241688053	101.52822416880036	1	0.003299236297607422	0.002373933792114258	0.017628192901611328	0.07754302024841309
10	1000	0.9	2	2-approval	(6,)	204.55152630636786	202.55152630636897	2	0.0032181739807128906	0.003155231475830078	0.09920692443847656	0.12354040145874023
10	1000	0.9	2	Borda	(6,)	4539.255034268941	4521.255034268954	2	0.0032002925872802734	0.0034897327423095703	0.7936732769012451	0.8286428451538086
20	1000	0.5	1	Plurality	(16,)	60.34135851035654	58.341358510359164	2	0.006295919418334961	0.004262685775756836	0.03400897979736328	0.07353997230529785
20	1000	0.5	1	2-approval	(16,)	114.59573039939717	112.59573039939872	2	0.00644683837890625	0.004828453063964844	0.20263028144836426	0.2526733875274658
20	1000	0.5	1	Borda	(19,)	10263.1555298677	9864.155529867712	21	0.006394147872924805	0.0052585601806640625	5.044919729232788	5.127713441848755
10	1000	0.1	9	Plurality	(5,)	112.93676442229471	109.93676442229399	3	0.003253936767578125	0.00250244140625	0.017046213150024414	0.03728175163269043
10	1000	0.1	9	2-approval	(7,)	220.81266319428863	220.8126631942895	0	0.0032269954681396484	0.0031425952911376953	0.09751749038696289	0.12193059921264648
10	1000	0.1	9	Borda	(5,)	4655.062760088374	4592.062760088363	7	0.003292560577392578	0.003371715545654297	0.777414083480835	0.8138682842254639
10	1000	0.5	7	Plurality	(4,)	106.85630498533239	106.85630498533727	0	0.003244161605834961	0.0024907588958740234	0.01725172996520996	0.03760099411010742
10	1000	0.5	7	2-approval	(4,)	214.63329909153583	212.63329909153956	2	0.0032770633697509766	0.003241300582885742	0.09867453575134277	0.12405991554260254
10	1000	0.5	7	Borda	(9,)	4663.978719881706	4636.978719881724	3	0.0032007694244384766	0.003457784652709961	0.7849905490875244	0.8199491500854492
10	100	0.5	1	Plurality	(6,)	12.379276637341107	12.379276637341151	0	0.0003437995910644531	0.0002503395080566406	0.0016973018646240234	0.003693819046020508
10	100	0.5	1	2-approval	(6,)	25.216652989079023	24.216652989078973	1	0.0003325939178466797	0.0003333091735839844	0.009466409683227539	0.011868715286254883
10	100	0.5	1	Borda	(6,)	506.99833135264197	488.9983313526422	2	0.00032806396484375	0.0003533363342285156	0.07541060447692871	0.07871079444885254
40	1000	0.5	3	Plurality	(11,)	33.03682770927091	33.03682770927207	0	0.014264345169067383	0.007252693176269531	0.06825971603393555	0.15899920463562012
40	1000	0.5	3	2-approval	(11,)	66.7776550031759	64.7776550031758	2	0.012534618377685547	0.007941007614135742	0.41680073738098145	0.5212652683258057
40	1000	0.5	3	Borda	(20,)	20032.852550129803	20032.852550129755	0	0.012825250625610352	0.009931325912475586	36.6303653717041	36.86371421813965
80	1000	0.5	4	Plurality	(73,)	16.525059516655027	16.525059516655585	0	0.025068044662475586	0.013961315155029297	0.1361525058746338	0.3325061798095703
80	1000	0.5	4	2-approval	(73,)	32.90146507454525	32.90146507454543	0	0.02498769760131836	0.013844490051269531	0.8687424659729004	1.0955288410186768
80	1000	0.5	4	Borda	(69,)	41509.96966308479	41272.96966308476	3	0.025096416473388672	0.01966691017150879	277.805881023407	278.5479965209961
10	1000	0.1	2	Plurality	(3,)	114.26984540432792	114.26984540432763	0	0.003228425979614258	0.002501249313354492	0.017017841339111328	0.03675198554992676
10	1000	0.1	2	2-approval	(1,)	237.36682879710523	225.3668287971048	12	0.0031998157501220703	0.0031325817108154297	0.09721064567565918	0.12106537818908691
10	1000	0.1	2	Borda	(1,)	4809.501616794862	4728.501616794857	9	0.0032644271850585938	0.003452301025390625	0.7774972915649414	0.8123824596405029
10	1000	0.9	4	Plurality	(2,)	101.7811703238899	101.78117032388468	0	0.003215312957763672	0.002554178237915039	0.017458438873291016	0.03840994834899902
10	1000	0.9	4	2-approval	(2,)	203.15495138809246	203.15495138809456	0	0.003300189971923828	0.003187894821166992	0.0996084213256836	0.12445878982543945
10	1000	0.9	4	Borda	(2,)	4532.46009378581	4532.460093785822	0	0.0032308101654052734	0.003446817398071289	0.7944619655609131	0.8293716907501221
20	1000	0.5	3	Plurality	(7,)	55.771469851939884	55.771469851941795	0	0.006348848342895508	0.0042455196380615234	0.03374218940734863	0.07317090034484863
20	1000	0.5	3	2-approval	(18,)	107.28167929001762	107.28167929001935	0	0.006350994110107422	0.0047566890716552734	0.20340847969055176	0.2529103755950928
20	1000	0.5	3	Borda	(19,)	9805.4302249083	9786.430224908338	1	0.006394624710083008	0.005511283874511719	5.150768041610718	5.235235691070557
10	1000	0.5	0	Plurality	(1,)	106.85630498533207	105.85630498533733	1	0.0032324790954589844	0.0024170875549316406	0.0170745849609375	0.03700757026672363
10	1000	0.5	0	2-approval	(6,)	211.0545075781436	210.0545075781481	1	0.0032126903533935547	0.0031871795654296875	0.09974431991577148	0.12435698509216309
10	1000	0.5	0	Borda	(6,)	4619.613660196954	4610.613660196954	1	0.0031995773315429688	0.003470897674560547	0.7859475612640381	0.8202903270721436
10	1000	0.5	9	Plurality	(5,)	109.37047898337718	108.37047898338224	1	0.0032575130462646484	0.0023720264434814453	0.017302274703979492	0.037523508071899414
10	1000	0.5	9	2-approval	(5,)	217.04875151361605	214.04875151362046	3	0.0032393932342529297	0.0031697750091552734	0.09874558448791504	0.12346768379211426
10	1000	0.5	9	Borda	(5,)	4607.000521094136	4580.000521094137	3	0.003209829330444336	0.003439188003540039	0.7823164463043213	0.8172271251678467
10	100	0.5	3	Plurality	(7,)	11.403714565004837	11.403714565004885	0	0.0003275871276855469	0.00025463104248046875	0.0017099380493164062	0.0037064552307128906
10	100	0.5	3	2-approval	(7,)	22.652036430207037	22.65203643020699	0	0.0003268718719482422	0.0003371238708496094	0.009854316711425781	0.012295961380004883
10	100	0.5	3	Borda	(2,)	488.6854239276501	488.68542392765073	0	0.0003287792205810547	0.00037360191345214844	0.07677793502807617	0.08025979995727539
