m	phi	pmax	ith_such_poset	cardinality	poset
10	0.5	0.2	73	10	Poset(parent_to_children={1: {2}, 0: {7}, 2: {8, 3}, 4: {9}, 5: {7}, 6: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	74	5	Poset(parent_to_children={1: {9}, 0: {5}, 2: {5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	75	4	Poset(parent_to_children={7: {6}, 1: {4}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	76	7	Poset(parent_to_children={1: {7}, 0: {4}, 3: {8}, 6: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	77	8	Poset(parent_to_children={3: {8}, 0: {4}, 4: {2}, 1: {9}, 2: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	78	4	Poset(parent_to_children={1: {2}, 2: {4, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	79	6	Poset(parent_to_children={0: {8, 5}, 1: {8, 9}, 3: {8, 9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	80	7	Poset(parent_to_children={0: {4}, 1: {9}, 4: {8, 7}, 6: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	81	8	Poset(parent_to_children={0: {1, 2, 4}, 2: {3, 4}, 3: {9}, 5: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	82	8	Poset(parent_to_children={0: {1, 4}, 4: {9}, 2: {9}, 3: {9}, 1: {8, 6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	83	7	Poset(parent_to_children={0: {4}, 2: {9, 5, 7}, 4: {9}, 8: {5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	84	5	Poset(parent_to_children={1: {8}, 3: {9}, 4: {9}, 9: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	85	4	Poset(parent_to_children={0: {2}, 3: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	86	8	Poset(parent_to_children={2: {0, 6}, 3: {7}, 5: {4}, 0: {4}, 6: {9, 4}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	87	5	Poset(parent_to_children={0: {8, 7}, 5: {8, 6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	88	7	Poset(parent_to_children={5: {8, 4}, 3: {8}, 2: {9, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	89	6	Poset(parent_to_children={0: {8, 2}, 1: {8}, 3: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	90	8	Poset(parent_to_children={2: {8, 4}, 1: {5}, 0: {9}, 6: {9}, 4: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	91	6	Poset(parent_to_children={5: {7}, 1: {0}, 0: {4}, 7: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	92	7	Poset(parent_to_children={0: {8, 3, 5, 7}, 2: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	93	8	Poset(parent_to_children={0: {1, 2}, 2: {4, 5}, 1: {8, 5, 7}, 4: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	94	5	Poset(parent_to_children={1: {3}, 3: {6}, 5: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	95	6	Poset(parent_to_children={0: {8, 5}, 5: {1, 2}, 2: {8, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	96	5	Poset(parent_to_children={4: {7}, 5: {9, 6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	97	4	Poset(parent_to_children={0: {1}, 6: {9}, 1: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	98	7	Poset(parent_to_children={0: {1}, 3: {6, 7}, 1: {5, 7}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.2	99	10	Poset(parent_to_children={1: {0, 8, 6, 7}, 0: {9, 7}, 3: {6, 7}, 4: {8, 5}, 2: {5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	0	7	Poset(parent_to_children={0: {9}, 2: {6}, 3: {1, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	1	2	Poset(parent_to_children={0: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	2	9	Poset(parent_to_children={2: {8}, 0: {7}, 1: {7}, 3: {4, 5}, 4: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	3	6	Poset(parent_to_children={0: {3}, 2: {8, 7}, 3: {7}, 6: {7}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	4	7	Poset(parent_to_children={1: {3}, 2: {8}, 4: {5, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	5	7	Poset(parent_to_children={1: {8}, 3: {0, 9}, 4: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	6	8	Poset(parent_to_children={1: {8}, 3: {4}, 5: {4}, 4: {8}, 9: {6}, 8: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	7	7	Poset(parent_to_children={0: {1, 9}, 1: {8, 5}, 2: {9, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	8	10	Poset(parent_to_children={0: {2, 3}, 3: {9, 2, 7}, 1: {5}, 4: {5, 6, 7, 8, 9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	9	6	Poset(parent_to_children={0: {8}, 3: {5, 6}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	10	8	Poset(parent_to_children={1: {4, 5}, 2: {5}, 4: {9, 7}, 3: {7}, 5: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	11	8	Poset(parent_to_children={0: {9, 4}, 1: {8, 6}, 4: {7}, 2: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	12	8	Poset(parent_to_children={1: {8}, 3: {8, 7}, 0: {8, 9, 7}, 9: {5}, 5: {4}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	13	8	Poset(parent_to_children={1: {9, 4, 5, 6}, 2: {8}, 7: {9}, 6: {8, 9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	14	2	Poset(parent_to_children={1: {0}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	15	7	Poset(parent_to_children={0: {8, 1, 9}, 1: {3}, 3: {5}, 8: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	16	8	Poset(parent_to_children={2: {8, 4, 5}, 7: {8, 9, 6}, 3: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	17	4	Poset(parent_to_children={0: {6}, 1: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	18	9	Poset(parent_to_children={0: {9, 4, 7}, 1: {9, 2, 5}, 9: {6, 7}, 7: {8, 5}, 6: {5}, 5: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	19	4	Poset(parent_to_children={2: {3}, 3: {8}, 8: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	20	7	Poset(parent_to_children={5: {8, 9, 3}, 3: {6}, 1: {6}, 6: {8, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	21	7	Poset(parent_to_children={0: {1, 9}, 1: {2}, 4: {9, 6}, 9: {2, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	22	7	Poset(parent_to_children={1: {4, 5}, 3: {2}, 5: {7}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	23	5	Poset(parent_to_children={2: {6}, 5: {3}, 7: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	24	6	Poset(parent_to_children={1: {3}, 2: {5}, 3: {5}, 5: {8}, 6: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	25	9	Poset(parent_to_children={1: {9, 5}, 3: {2}, 4: {8}, 5: {7}, 6: {8, 9}, 7: {8}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	26	9	Poset(parent_to_children={2: {5}, 4: {8, 9, 7}, 1: {9, 3, 7}, 5: {7}, 3: {8, 9, 6, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	27	6	Poset(parent_to_children={0: {9}, 1: {7}, 3: {5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	28	5	Poset(parent_to_children={2: {7}, 6: {7}, 3: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	29	7	Poset(parent_to_children={0: {3, 6}, 6: {8}, 5: {9}, 7: {9}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	30	8	Poset(parent_to_children={2: {5}, 1: {3, 4}, 4: {5}, 0: {5}, 9: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	31	9	Poset(parent_to_children={2: {7}, 0: {9, 3, 4}, 1: {7}, 4: {5}, 3: {6, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	32	8	Poset(parent_to_children={3: {1, 9, 7}, 0: {4, 5}, 4: {6, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	33	4	Poset(parent_to_children={2: {5}, 4: {3}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	34	7	Poset(parent_to_children={0: {8, 1, 5, 7}, 4: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	35	5	Poset(parent_to_children={0: {9}, 3: {8, 9}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	36	4	Poset(parent_to_children={9: {1, 5, 6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	37	8	Poset(parent_to_children={5: {6}, 4: {9, 7}, 0: {9, 3}, 1: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	38	8	Poset(parent_to_children={2: {0, 1, 5, 9}, 0: {5}, 5: {6, 7}, 3: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	39	5	Poset(parent_to_children={1: {5}, 8: {5}, 7: {5}, 6: {5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	40	7	Poset(parent_to_children={1: {3}, 3: {7}, 4: {0}, 5: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	41	10	Poset(parent_to_children={0: {1, 6}, 1: {2}, 2: {8, 9, 5}, 3: {5}, 4: {9}, 6: {7}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	42	8	Poset(parent_to_children={2: {9}, 1: {8, 5, 7}, 3: {5, 7}, 4: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	43	6	Poset(parent_to_children={1: {2}, 2: {0, 9}, 4: {7}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	44	7	Poset(parent_to_children={0: {3, 5}, 3: {5, 7}, 2: {9, 5}, 6: {5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	45	6	Poset(parent_to_children={0: {6}, 1: {8, 5, 7}, 5: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	46	7	Poset(parent_to_children={0: {8, 1}, 5: {8, 3}, 2: {3, 7}, 3: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	47	6	Poset(parent_to_children={3: {8}, 1: {9, 4}, 7: {9}, 4: {9}, 9: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	48	7	Poset(parent_to_children={1: {3}, 4: {8, 5}, 5: {9}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	49	10	Poset(parent_to_children={0: {8}, 1: {3}, 2: {6}, 4: {5, 7}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	50	8	Poset(parent_to_children={1: {4, 6, 7}, 3: {2}, 4: {2, 7}, 5: {6}, 2: {6}, 8: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	51	8	Poset(parent_to_children={1: {9, 4}, 4: {7}, 2: {9, 3, 6, 7}, 6: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	52	5	Poset(parent_to_children={3: {9, 6}, 8: {6, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	53	9	Poset(parent_to_children={1: {3}, 3: {8}, 2: {5}, 6: {8, 4}, 7: {8, 4}, 8: {9, 4}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	54	10	Poset(parent_to_children={0: {8, 3, 6}, 1: {8}, 5: {9, 3, 7}, 6: {8}, 2: {9}, 4: {8, 9, 7}, 3: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	55	9	Poset(parent_to_children={0: {1, 3, 4, 8, 9}, 2: {8, 3, 5, 6}, 3: {6}, 1: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	56	6	Poset(parent_to_children={2: {3, 6}, 3: {6}, 6: {9}, 8: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	57	8	Poset(parent_to_children={1: {0, 7}, 2: {6}, 3: {4, 7}, 6: {8}, 8: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	58	8	Poset(parent_to_children={1: {2}, 3: {9, 7}, 2: {7}, 4: {7}, 5: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	59	9	Poset(parent_to_children={4: {1, 3, 6}, 0: {3, 7}, 1: {9}, 3: {8, 6}, 2: {6}, 9: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	60	9	Poset(parent_to_children={1: {2}, 8: {0}, 7: {9, 4}, 5: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	61	9	Poset(parent_to_children={0: {9}, 2: {8, 1}, 1: {5, 7}, 3: {8, 4}, 7: {4}, 4: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	62	7	Poset(parent_to_children={5: {1, 7}, 2: {3, 7}, 4: {8, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	63	9	Poset(parent_to_children={0: {3}, 1: {4, 5, 6}, 2: {9, 4}, 5: {9}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	64	7	Poset(parent_to_children={0: {3, 7}, 3: {4, 6}, 8: {6}, 6: {9, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	65	4	Poset(parent_to_children={2: {9}, 3: {9}, 5: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	66	9	Poset(parent_to_children={0: {1, 4, 7}, 2: {9, 6}, 8: {5}, 7: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	67	7	Poset(parent_to_children={2: {7}, 3: {9, 5}, 4: {5}, 1: {7}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	68	3	Poset(parent_to_children={5: {3}, 3: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	69	3	Poset(parent_to_children={5: {8}, 8: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	70	6	Poset(parent_to_children={1: {6}, 2: {5}, 5: {4}, 7: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	71	10	Poset(parent_to_children={0: {5}, 1: {8, 5}, 2: {5, 6}, 4: {9}, 8: {7}, 9: {3, 5, 6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	72	4	Poset(parent_to_children={4: {8, 2}, 2: {1}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	73	8	Poset(parent_to_children={0: {8, 1}, 6: {8, 2, 7}, 3: {9}, 7: {8, 9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	74	7	Poset(parent_to_children={0: {3}, 2: {8, 9, 5, 6}, 3: {8}, 6: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	75	5	Poset(parent_to_children={2: {9}, 0: {7}, 4: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	76	7	Poset(parent_to_children={0: {1, 4, 6, 7, 8}, 2: {4}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	77	9	Poset(parent_to_children={1: {2, 4}, 2: {5}, 4: {8, 3}, 0: {8, 7}, 7: {6}, 6: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	78	9	Poset(parent_to_children={0: {1}, 2: {8, 3, 4}, 6: {5}, 5: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	79	10	Poset(parent_to_children={1: {7}, 0: {3}, 5: {2, 4, 6}, 2: {9, 7}, 3: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	80	7	Poset(parent_to_children={1: {7}, 3: {2, 6}, 7: {4, 5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	81	8	Poset(parent_to_children={0: {1, 9, 7}, 1: {8, 6}, 2: {9}, 5: {7}, 9: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	82	7	Poset(parent_to_children={1: {8}, 3: {4}, 0: {8}, 5: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	83	8	Poset(parent_to_children={0: {8}, 2: {1}, 1: {3}, 5: {9, 7}, 7: {8, 9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	84	4	Poset(parent_to_children={1: {4, 7}, 4: {9}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	85	9	Poset(parent_to_children={4: {2, 3, 5, 8, 9}, 0: {2}, 3: {2}, 1: {8, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	86	9	Poset(parent_to_children={0: {2, 5, 7}, 1: {9}, 2: {8}, 6: {5}, 9: {5}, 3: {5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	87	9	Poset(parent_to_children={0: {5}, 2: {8, 3, 4, 7}, 1: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	88	9	Poset(parent_to_children={0: {3}, 1: {8}, 4: {9, 7}, 5: {8, 9}, 6: {9, 3}, 7: {8, 9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	89	7	Poset(parent_to_children={2: {8, 9, 5}, 3: {6}, 5: {7}, 6: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	90	6	Poset(parent_to_children={3: {9, 6}, 4: {7}, 6: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	91	5	Poset(parent_to_children={1: {9}, 0: {9, 6}, 8: {9, 6}, 6: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	92	9	Poset(parent_to_children={0: {7}, 1: {2, 3, 6}, 2: {3, 7}, 6: {8, 5}, 9: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	93	8	Poset(parent_to_children={0: {1}, 1: {9, 3, 5, 7}, 4: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	94	7	Poset(parent_to_children={2: {8}, 1: {9}, 4: {9, 6}, 5: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	95	9	Poset(parent_to_children={8: {6}, 1: {5}, 3: {2, 4, 7}, 7: {2}, 2: {9}, 5: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	96	5	Poset(parent_to_children={5: {8, 6}, 0: {6}, 6: {1}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	97	7	Poset(parent_to_children={0: {3, 6}, 5: {9}, 7: {4}, 4: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	98	6	Poset(parent_to_children={0: {8}, 1: {8, 2, 4, 6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.3	99	2	Poset(parent_to_children={4: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	0	8	Poset(parent_to_children={4: {2, 7}, 2: {3}, 0: {3}, 1: {5}, 6: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	1	8	Poset(parent_to_children={0: {1, 2, 7, 8, 9}, 4: {2}, 2: {8, 6}, 6: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	2	7	Poset(parent_to_children={3: {7}, 1: {0, 8}, 0: {9, 7}, 7: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	3	9	Poset(parent_to_children={0: {1, 4, 6, 7}, 7: {8}, 1: {9, 2, 4}, 5: {6}, 4: {8}, 2: {6}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	4	10	Poset(parent_to_children={0: {1, 2, 3, 9}, 3: {9, 2, 4}, 1: {8, 9, 6}, 5: {8}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	5	10	Poset(parent_to_children={1: {5}, 0: {8, 4, 5, 6}, 4: {3}, 2: {3}, 8: {9, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	6	10	Poset(parent_to_children={0: {4, 6, 7}, 1: {4, 5}, 4: {3, 6}, 2: {7}, 6: {8, 9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	7	10	Poset(parent_to_children={0: {2, 3, 5, 6}, 1: {2}, 4: {7}, 7: {9}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	8	10	Poset(parent_to_children={0: {2}, 2: {3}, 4: {1, 5}, 6: {8, 1}, 1: {5, 7}, 7: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	9	10	Poset(parent_to_children={1: {4, 5}, 0: {8}, 2: {4, 7}, 6: {3, 4, 5, 7, 8}, 3: {8, 9}, 4: {9, 5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	10	9	Poset(parent_to_children={1: {0, 5}, 2: {0, 4, 7}, 0: {8, 9, 7}, 5: {7}, 6: {9}, 8: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	11	10	Poset(parent_to_children={0: {1, 5, 6, 7}, 1: {7}, 6: {2, 4, 7, 8, 9}, 3: {9, 4}, 8: {2, 4}, 4: {5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	12	6	Poset(parent_to_children={1: {9, 6}, 2: {9, 5}, 3: {5}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	13	9	Poset(parent_to_children={1: {0, 9, 3, 4}, 5: {8, 9, 4, 7}, 0: {8}, 6: {8, 4}, 8: {4}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	14	7	Poset(parent_to_children={2: {9, 6}, 1: {5, 6}, 8: {9, 5}, 6: {9, 7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	15	10	Poset(parent_to_children={0: {4, 5}, 1: {2, 5, 7}, 5: {9, 3, 7}, 4: {8, 7}, 3: {9}, 8: {9, 7}, 6: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	16	9	Poset(parent_to_children={2: {8, 7}, 0: {9}, 1: {8, 9, 7}, 5: {4, 7}, 7: {9, 3}, 3: {9}, 8: {9}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	17	8	Poset(parent_to_children={5: {7}, 0: {8, 2}, 6: {2, 3}, 2: {8, 9, 3}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	18	7	Poset(parent_to_children={2: {9}, 0: {9, 3, 6}, 3: {9}, 5: {9}, 9: {7}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
10	0.5	0.5	19	9	Poset(parent_to_children={0: {6}, 2: {8, 9}, 1: {4}, 4: {8, 9, 5, 7}, 7: {8}}, item_set={0, 1, 2, 3, 4, 5, 6, 7, 8, 9})
